tweet_id,created_at,full_text,user_id,in_reply_to_status_id,retweet_count,favorite_count,lang,tweet_id_str
1365843319457275906,2021-02-28 01:56:38+00,Not an anti Vax guy but I won’t be taking the Johnson &amp; Johnson vaccine. I’m not a baby https://t.co/DsN7WMpDrp,291762556,,576,10485,en,1365843319457275906
1454134186416222218,2021-10-29 17:13:01+00,why does he have sweet baby rays bbq on the decorative shelf 2 https://t.co/5dtmY1Bht4,1264765387440295936,,139,8233,en,1454134186416222218
1455890581734010886,2021-11-03 13:32:18+00,How am I? I’m reading the corporate bio of Ed Sheeran’s wife on the Deloitte website,36596856,,2,44,en,1455890581734010886
1500140734468395011,2022-03-05 16:06:37+00,I don’t understand why people would want to get rid of pigeons. They don’t bother no one.,156132825,,10926,110729,en,1500140734468395011
1526740335451418626,2022-05-18 01:43:56+00,"why did the crypto crash happen?

bitcoin turned 13, and libertarians lost interest https://t.co/DXVdSSmJab",1474387239710990352,,2941,16789,en,1526740335451418626
1558504209070391297,2022-08-13 17:22:13+00,"If you see a baby grand  
Vanessa Carlton's at hand; 
If you spy a guitar,
Michelle Branch is the star",109155876,,230,2644,en,1558504209070391297
1563605900278972418,2022-08-27 19:14:31+00,rabioli https://t.co/6K30Ez8BFC,757326186779406336,,10111,80078,sl,1563605900278972418
1588292974785761280,2022-11-03 22:12:08+00,Excellent crime happening in my new neighborhood https://t.co/rbxg27ZsE6,25105016,,2043,16844,en,1588292974785761280
1588345653611986944,2022-11-04 01:41:28+00,Friend in Hamburg just sent me this like he'd just papped a celebrity. https://t.co/iZ9Y073hpX,17591478,,4511,65358,en,1588345653611986944
1596269067719299072,2022-11-25 22:26:17+00,i went to the intersection of desire and suffering and everyone knew you,1230609659137888256,,2052,8214,en,1596269067719299072
1689003969899630592,2023-08-08 20:01:41+00,https://t.co/23B8D6adXN,1167279546187599874,,187,1712,zxx,1689003969899630592
388859485974171649,2013-10-12 02:51:40+00,If I pay $40 for a haunted house I better die,478327046,,160158,202707,en,388859485974171649
610842664397877249,2015-06-16 16:13:34+00,2015 in one photo. http://t.co/lZh5ypGb6u,2333080109,,551,518,en,610842664397877249
643574736384098304,2015-09-14 23:59:08+00,"im VERY laid back. i only care about 2 things:

every person on earth &amp; their opinion of me
the crushing psychological weight of being alive",68877259,,69551,93910,en,643574736384098304
684758412953964544,2016-01-06 15:28:22+00,"ME: Is he going to make it?
DOCTOR: No. I’m afraid he’s down with the sickness
ME: *crying* oohwahahahah
DOCTOR: *holds hand* oohwahahahah",402181679,,19346,39019,en,684758412953964544
737487730142154752,2016-05-31 03:35:51+00,https://t.co/f9FdVRpZD2,574631672,,80,130,zxx,737487730142154752
812643007203659776,2016-12-24 12:56:05+00,Happy holidays from the #FBI https://t.co/l9VoIbQXnx,17629860,,58048,96227,en,812643007203659776
855265438569304064,2017-04-21 03:42:25+00,"""Remember,"" your therapist says, ""this is an algo-judgment free space. What you confess here won't be used to alter the ads served to you,",2826625936,,232,491,en,855265438569304064
863079164848488448,2017-05-12 17:11:22+00,can check https://t.co/9mM0CkQCPk,369219105,,8,128,en,863079164848488448
887662967281643520,2017-07-19 13:18:38+00,I... worked on this story for a year... and... she just... she tweeted it out. https://t.co/oniMcaX7k7,950531,887662827946856448,239,1755,en,887662967281643520
931264630407794690,2017-11-16 20:56:04+00,"hey kids. i’m here to tell you about a cool french ‘app’ invented over 200 years ago, called the guillotine",423369223,,3020,10913,en,931264630407794690
970743214943756289,2018-03-05 19:29:52+00,"say it ain't so, 
i will not go
turn the lights off, 
carry me home https://t.co/yIeTBvrwQF",2753400767,,23252,74693,en,970743214943756289
971109445492232192,2018-03-06 19:45:08+00,I can't stop cackling https://t.co/HIKcylpXZ4,1589251639,,42030,153879,en,971109445492232192
993897183924637696,2018-05-08 16:55:29+00,"Hello men- it’s shorts weather now so remember the old rhyme:
At or above the knee,
That’s what we like to see,
Longer than the knee
A juggalo ye be",2570490729,,7494,41804,en,993897183924637696
994283745262747648,2018-05-09 18:31:32+00,I dont hate him ....much too strong a word ...I think he was lame ...a poser https://t.co/0WaGqnHsD8,275361193,,34,288,en,994283745262747648
994300158467825668,2018-05-09 19:36:45+00,isis lowkey fell off,107158848,,10093,47258,en,994300158467825668
995015426605178880,2018-05-11 18:58:58+00,"[leaving a smash mouth concert]

wife: did you really think they'd play ""All-Star"" for an entire hour?

me: *visibly agitated* i guess not",914712708125216768,,19236,110783,en,995015426605178880
995627896541732869,2018-05-13 11:32:43+00,If you out here posting your moms today for the gram and not hitting her pic with facetune do you really love her?,14594844,,490,3204,en,995627896541732869
1318269003211694081,2020-10-19 19:13:17+00,https://t.co/A4zs36fOPR,943201,1318267775144632321,146,2060,zxx,1318269003211694081
1369857463768481801,2021-03-11 03:47:24+00,"almost finished my great masterpiece, which is a spreadsheet of which male singers 1982-2006 were hot enough to be The Guy In The Video or whether The Guy In The Video had to be a different, hotter man",130051975,,51,874,en,1369857463768481801
1386059200359452675,2021-04-24 20:47:19+00,Ravioli Ravioli Give Me the Formuoli,824989145491763200,1386059199336046596,147,8328,it,1386059200359452675
1513193744752906245,2022-04-10 16:34:37+00,"Al’s headphones continue to be iconic, but I need a full investigation on whatever the fuck is supposed to be on his iPhone case https://t.co/fssuEtWkEZ",16984349,,1526,20629,en,1513193744752906245
766424771580002304,2016-08-19 00:01:19+00,Water lowkey thicc https://t.co/qVUZNikfJP,372066683,,41273,69028,en,766424771580002304
1289555110008430592,2020-08-01 13:34:31+00,"Bach: Fathered a ridiculously unsustainable 20 children. Wore wigs

Ludacris: Devoted dad to a much more reasonable four wonderful kids. Wears pajama onesies https://t.co/3cGcEjcMcu",1056049750577999874,1289555107055456260,108,2443,en,1289555110008430592
1044039467114397698,2018-09-24 01:43:00+00,"the sentient part of the kool aid man is actually just the jug. he can hold any liquid he wants, but just chooses to hold kool aid because thats his favorite drink. he used to be called “sentient glass jug guy” but got really into kool aid in college and kinda made it his thing",26259576,,878,6169,en,1044039467114397698
1289555113732841472,2020-08-01 13:34:32+00,"Ludacris: Wrote an entire verse with the same polysyllabic end rhyme, featured in Austin Powers

Schubert: Can't come up with his own lyrics, used Goethe poem that rhymed ""Schweif"" with ""Nebelstreif."" Does not appear in Austin Powers https://t.co/o8D50qOvNI",1056049750577999874,1289555111925051400,163,2446,en,1289555113732841472
1318267024242577408,2020-10-19 19:05:25+00,https://t.co/wGbSZYAmqX,943201,1318266346610765829,161,2322,zxx,1318267024242577408
1289555107055456260,2020-08-01 13:34:30+00,"Wagner: staunchly anti-Semitic, a figurehead among German nationalists and eventually Nazis

Ludacris: Wrote ""Pimpin' All Over the World"" and ""Area Codes."" We stan a globalist king. https://t.co/xJpIVvMITj",1056049750577999874,1289555105008644096,134,2435,en,1289555107055456260
1318266346610765829,2020-10-19 19:02:43+00,"the new game is to replace every new yorker cartoon caption with ""Jeffrey Toobin took his dick  out on a Zoom call."" https://t.co/NkuxsTJtxs",943201,,5587,32678,en,1318266346610765829
977208381281898497,2018-03-23 15:40:08+00,"*followed, liked, reblogged, interacted with at some point

Either way, this sort of thing from a platform is pretty wild",18205531,977208035708997632,7,51,en,977208381281898497
908786551592714240,2017-09-15 20:16:12+00,space is fuckin boring af compared to the ocean. like every picture out of space just looks like a microsoft screen saver . cool story,50462250,,54,299,en,908786551592714240
977208035708997632,2018-03-23 15:38:46+00,whoa Tumblr just a sent me a bunch of blogs I've followed at some point that they've determined were linked to Russia's Internet Research Agency https://t.co/CtZMMZuEXI,18205531,,95,275,en,977208035708997632
1289555105008644096,2020-08-01 13:34:30+00,"German composers vs. Ludacris

A THREAD: https://t.co/clgrxTsQjr",1056049750577999874,,4879,16832,en,1289555105008644096
839789732167053312,2017-03-09 10:47:29+00,someone at the British Library is doing fine work https://t.co/qqYy697rLo,187167273,,20231,32409,en,839789732167053312
1001880290166439936,2018-05-30 17:37:29+00,when ur boss makes a normie joke but u want that promotion https://t.co/Cu6IEhvvCg,36201151,,1020,7303,en,1001880290166439936
1001904740257550339,2018-05-30 19:14:39+00,Aged like fine wine https://t.co/5LBDthHnfP,99572856,,561,2376,en,1001904740257550339
1001929790029553670,2018-05-30 20:54:11+00,"you, foolish: I'm feeling optimistic and hopeful for the future
me, wise: https://t.co/zX1no2Wrmv",602101653,,377,1344,en,1001929790029553670
1002984414622748673,2018-06-02 18:44:53+00,"A horse named ""Bofa Deez Nuts"" wins at Oklahoma City Race Park, impossibly professional announcer is NOT fazed and executes it completely deadpan. https://t.co/TLWLfYXoz3",3303591954,,6075,11983,en,1002984414622748673
1003321303028428800,2018-06-03 17:03:34+00,Cause i be watching ASMR and porn all day 🤦🏽‍♀️ https://t.co/LJdqJwpSBv,866953267,,14932,99055,en,1003321303028428800
1006285198164717568,2018-06-11 21:21:01+00,Pitbull insinuating he died of alcohol poisoning from his own vodka brand and came back as a beach dog is exactly what I needed to get through this day https://t.co/u80lPWFMCE,429393586,,4288,21304,en,1006285198164717568
1006298676950654986,2018-06-11 22:14:35+00,i think im having a stroke https://t.co/4gNl3L9H58,33662187,,1779,6241,en,1006298676950654986
1006520863661985794,2018-06-12 12:57:28+00,so they just have a fuckload of spiders https://t.co/roI9WRySlp,22164999,,9635,51131,en,1006520863661985794
1003347116675104769,2018-06-03 18:46:08+00,Airports are cool bc you can have like a mental breakdown while drinking a Bloody Mary at 7am then go sleep on the floor like a hobo and no one says anything,14594844,,3487,24882,en,1003347116675104769
1003478279490363393,2018-06-04 03:27:20+00,"mr. gorbachev, tear up this ass",35206553,,2517,22474,en,1003478279490363393
1004441995681468416,2018-06-06 19:16:48+00,if ur friend falls asleep a fun prank is to put his hand in a bucket of warm monster energy so he has dreams about riding dirtbikes and fighting his stepdad,1245320090,,6106,35237,en,1004441995681468416
1005965433239949312,2018-06-11 00:10:23+00,the arcade fire show is packed https://t.co/BqpnI3thSK,159704488,,1405,10930,en,1005965433239949312
1000507539665104897,2018-05-26 22:42:40+00,I will fuck chewbacca and I will die that way,299820130,,188,2468,en,1000507539665104897
1003613509832278016,2018-06-04 12:24:41+00,"GOD: 8
ANGEL: 9!
GOD: We shouldn't do this drunk
ANGEL: 10 lol
GOD: 15!!
ANGEL *mouthful of pizza* 25
GOD: 30!!
CENTIPEDE: *tearing up* stop giving me legs, I look stupid
GOD: ONE HUNDRED LOL
ANGEL: LMAO",3011037227,,37271,142988,en,1003613509832278016
1003652179675136001,2018-06-04 14:58:21+00,“LMAO WHO DID THIS” — me as a homicide detective,22100541,,1868,8096,en,1003652179675136001
1001161285994676226,2018-05-28 18:00:25+00,Seeing Zooey Deschanel without bangs or glasses made me accept that maybe people couldn't figure out that Clark Kent was Superman. https://t.co/fQKfXDSimv,2804526373,,52741,143490,en,1001161285994676226
1001516854341505024,2018-05-29 17:33:20+00,"Archaeologists working at the ancient Roman city of Pompeii, Italy, uncovered the remains of a 30-year-old man who appears to have survived the initial eruption of Vesuvius in 79 A.D., only to be killed when he was struck by a large slab of stone https://t.co/CgQFTssa6x https://t.co/C4JEvAERMn",759251,,11441,31671,en,1001516854341505024
1001824999496404992,2018-05-30 13:57:47+00,"People of all races, religions and nationalities work at Sanofi every day to improve the lives of people around the world. While all pharmaceutical treatments have side effects, racism is not a known side effect of any Sanofi medication.",183033795,,52095,149640,en,1001824999496404992
1003693142007091200,2018-06-04 17:41:07+00,For everyone that sends me this photo 300 times a day ... I SEENT IT!!! I SEENT IT! I SEENT IT! 😂 https://t.co/u7vumefgO9,110610806,,31253,108159,en,1003693142007091200
1003817212283686914,2018-06-05 01:54:08+00,"Paragraph 1: ok
Paragraph 2: ok
Paragraph 3: wait
Paragraph 4: OH
Paragraph 5: *airplane flies overhead with a banner reading WELCOME TO HELL MOM* https://t.co/ppV45htrda",18106533,,37809,125748,en,1003817212283686914
1003935966443311104,2018-06-05 09:46:01+00,"chillin' out, maxin', relaxin' all cool
i was shooting some b-ball outside of the school
when a couple of roads that were up to no good
started to diverge in a yellow wood",19435207,,4870,17890,en,1003935966443311104
1006256763014995973,2018-06-11 19:28:02+00,So grandad was at a sportsman’s dinner and bought a 10ft X 4ft picture of the forth rail bridge. Seemingly he forgot he could just open da blinds 🤣🤣 granny not happy with him 🤦‍♂️😂😂 https://t.co/8kYCS4MKkU,248863598,,35755,130635,en,1006256763014995973
1006268705263800320,2018-06-11 20:15:29+00,"told my boyfriend I was going to start my period and he said, ""AGAIN??""

it's like, you know what, you're right, I'm cancelling my subscription.",66189521,,106182,462980,en,1006268705263800320
1013511444783140865,2018-07-01 19:55:33+00,"I just took a picture of my 3 year old and she said 

“Send it to me” 

To👏🏽Where?👏🏽 https://t.co/q4hak23tb6",1596376363,,2310,6567,en,1013511444783140865
1013865471614111744,2018-07-02 19:22:19+00,"Her: Honey, do you think I’m a good cook?

Me: Is CHEP a Brambles company? https://t.co/UvHfTgwznV",329285352,1013861237153726469,3326,17934,en,1013865471614111744
1013883582664855552,2018-07-02 20:34:17+00,Why do dogs feel the need to look you in the eye while they drop a deuce like what kinda serial killer shit is that,71082732,,38,489,en,1013883582664855552
1013897659499728896,2018-07-02 21:30:13+00,Sorry the guy you’re sleeping with won’t call himself your boyfriend but will call himself a content creator,257591704,,707,8450,en,1013897659499728896
1014183979618988032,2018-07-03 16:27:58+00,"[Disney Pitch Meeting]

Writer: So kids love puppies

Exec: Haha true

Writer: This movie is about skinning alive 101 of them

Exec: First off, it's perfect",2412122426,,13728,76631,en,1014183979618988032
1014451832557535232,2018-07-04 10:12:19+00,Wondered why the car blowers didn't seem very effective then realised half of them were set to 'email' instead of 'bacon'. https://t.co/6vkD1m5t7j,1440602402,,10758,50847,en,1014451832557535232
1014522790505058304,2018-07-04 14:54:16+00,Listen to how @stephenasmith pronounces the word “memes” 😂 https://t.co/uhvxWOAGIt,36546379,,1730,5299,en,1014522790505058304
1014914558031376385,2018-07-05 16:51:01+00,i love having a body because it's like one of those play doh extruders where you put salad in and get free hair out,35206553,,164,2890,en,1014914558031376385
1014921299213344768,2018-07-05 17:17:48+00,"Say this in bed if you really want to drive him WILD: ""I listened to your podcast""",274415185,,18,195,en,1014921299213344768
1015039437393223680,2018-07-06 01:07:15+00,I didn’t realize until today that “Weird” Al was a parody of normal (“Norm” Al). I’m 31 years old.,25349253,,3121,15971,en,1015039437393223680
1015312217569480706,2018-07-06 19:11:10+00,"You: *owns the libs*
Me, a MILLENNIAL: *rents the libs*",123278247,,1866,15139,en,1015312217569480706
1015718409626161152,2018-07-07 22:05:14+00,Jenny Holzer just a feminist Dril there I said it,319746584,,268,2242,en,1015718409626161152
1016701635484057600,2018-07-10 15:12:13+00,"My future husband is probably fake laughing at his girlfriend’s lame ass jokes rn. Be patient King, a true clown is on the way.",2430663847,,105069,379033,en,1016701635484057600
1016764092118269952,2018-07-10 19:20:24+00,"FRIEND: my gf has got legs for days

ME: [astonished whisper] night mermaid",703664485593014272,,6514,36490,en,1016764092118269952
1016838837279035393,2018-07-11 00:17:25+00,The dick vein on a Snickers really makes it,34769816,,15524,86194,en,1016838837279035393
1031967172401225728,2018-08-21 18:12:01+00,When the design team loses a debate with the legal team. https://t.co/oYTnvNVqQ0,12867132,,35457,69843,en,1031967172401225728
841892608788041732,2017-03-15 06:03:34+00,"turning a big dial taht says ""Racism"" on it and constantly looking back at the audience for approval like a contestant on the price is right",16298441,,9737,40726,en,841892608788041732
1017074807635136512,2018-07-11 15:55:05+00,Hardcore Gamers Only: ‘Overwatch’ Is Increasing Its Difficulty By Adding A Senior-Citizen Character That’s A Financial Drain And Emotional Burden On Their Whole Team https://t.co/3b7NaglXnx https://t.co/0HlINTyd0T,2377815434,,3032,10470,en,1017074807635136512
1017357644313423873,2018-07-12 10:38:58+00,white ppl will feel unsafe walking by a black man on the sidewalk but will literally try to talk to the devil through a ouija board,894172301905625088,,47492,219287,en,1017357644313423873
1017552101814173696,2018-07-12 23:31:40+00,gn https://t.co/OByXKaAgBu,2218546204,,52210,133983,und,1017552101814173696
1017605626904698880,2018-07-13 03:04:22+00,WHO USED THE MONKEY PAW TO ASK FOR A PAIR OF WOMEN'S PANTS WITH POCKETS https://t.co/8qJSMGj8y8,830253571,,628,2397,en,1017605626904698880
1017623664123109377,2018-07-13 04:16:02+00,If I shoot my shot and you tell me you have a man...Imma tell my homegirl to get in his inbox to see if he feels the same way,32939379,,8027,23616,en,1017623664123109377
1017801791558152192,2018-07-13 16:03:51+00,#TrumpBabyBlimp #dnd https://t.co/dfLND9AxP5,728595407144550402,,540,1618,qme,1017801791558152192
1017857271999578112,2018-07-13 19:44:19+00,"The president wakes up every morning, gets dressed, looks in the mirror at his scrotum-level tie length and says, ""Perfect!"" That will never not bother me",18228898,,3210,38611,en,1017857271999578112
1017903696401727489,2018-07-13 22:48:47+00,"it is embarrassing as fuck that russia's disinformation campaign against america is bolstered by someone who uses the name ""guccifer."" as in a portmanteau of ""gucci"" and ""lucifer."" this is like if jfk was assassinated by someone named ""xX_bong_jamez_bong_Xx""",15331408,,2178,17764,en,1017903696401727489
1018110911482138624,2018-07-14 12:32:11+00,i was trying to remember what the site 'dropbox' was called this morning and all i could come up with for about 5 minutes was 'da share zone',145370631,,2323,21713,en,1018110911482138624
1018150375155617792,2018-07-14 15:09:00+00,"|￣￣￣￣￣￣￣￣￣￣￣￣|
     RABBITS DONT HAVE
    OPPOSABLE THUMBS.
     I DONT CARE IF THIS
  MEME IS CUTE, IT RESTS
      ON AN INHERENTLY 
        FLAWED PREMISE.
|＿＿＿＿＿＿＿＿＿＿＿＿| 
             (\__/)    ||
             (•ㅅ•)   ||
            /  　  づ",3061210992,,495,2517,en,1018150375155617792
1018731670474670080,2018-07-16 05:38:52+00,is meatball an fruit,913812620,,55920,207607,en,1018731670474670080
1019236351760269312,2018-07-17 15:04:17+00,"you know what wo uld be fun, would be if twitter hq just dumped a truck full of wet turds on my front lawn every day ""In case I missed it""",16298441,,7917,45526,en,1019236351760269312
1020019959596965888,2018-07-19 18:58:04+00,boys that follow me on twitter and then hook up with me despite knowing damn well that I’m gonna tweet about them are easily braver than the troops,469903716,,1057,16696,en,1020019959596965888
1020390339235012608,2018-07-20 19:29:49+00,"*using Ouija board*

""hello, is there anyone there""

*Y*

*O*

*U*

*U*

*U*

*U*

""ah damnit this is a Soulja board*",191931468,,153631,524997,en,1020390339235012608
1020629781753270272,2018-07-21 11:21:17+00,"regular person: I need more damn money. This shit sucks
internet commenter: Be frugal. Cook a large pot of beans and eat that for an entire week.
rich person: I agree with the wise commenter. Also go to the doctor less please",14248784,,1652,9267,en,1020629781753270272
1020764684868349959,2018-07-21 20:17:20+00,https://t.co/czrmfcLsBw,2538322138,,6527,21409,zxx,1020764684868349959
1022292630951092225,2018-07-26 01:28:51+00,"a great many cultural misreadings of Grimes appear to stem from the presumption that she is “goth.” wise old sages such as i can assure you that it all makes more sense when you grasp that she is INDUSTRIAL, which is totally different",204426745,,309,2741,en,1022292630951092225
1022631905089466369,2018-07-26 23:57:00+00,*tips hat at duck* mallardy,16043620,,111,622,en,1022631905089466369
1023480297902370819,2018-07-29 08:08:13+00,Stop getting rid of your pets because they aren’t what you expected Clifford was literally the smallest puppy and turned out to be a 30 FOOT RED DOG AND EMILY ELIZABETH STILL MADE IT WORK,798396556043022336,,137109,487660,en,1023480297902370819
1023613348317810688,2018-07-29 16:56:54+00,Crank That Soulja Boy https://t.co/6S1ri1Z2vS,16827333,,76644,282527,en,1023613348317810688
1023707279487655938,2018-07-29 23:10:09+00,"my chupacabra don't
my chupacabra don't
my chupacabra don't want none unless you got goats, hon",294981115,,1816,6707,en,1023707279487655938
1024216954683490304,2018-07-31 08:55:25+00,Will i understand the DSM-V if I haven't seen the first four,845709985,,1182,4223,en,1024216954683490304
1024291542666756096,2018-07-31 13:51:48+00,me making sure the barista sees me put money in the tip jar https://t.co/Sao2B0DkfR,370308968,,15540,127139,en,1024291542666756096
1025043000471302144,2018-08-02 15:37:50+00,Sad to see the remaining members for daft punk hunted for sport https://t.co/rAOms2gcM5,1396940936,,14804,65421,en,1025043000471302144
1025233186014412800,2018-08-03 04:13:34+00,猫🐱发现负鼠在吃自己的食物 https://t.co/EALDtBSDqQ,43360579,,6059,13964,zh,1025233186014412800
1025460729032237056,2018-08-03 19:17:44+00,A butthole dr my sister interned for thinks anal fissures are getting more common bc because people are texting and stuff on the toilet and so trying too hard is tearing their butts. If you are suffering from posters' butthole go to the doctor but also stop tweeting on the pot,292438708,,368,2914,en,1025460729032237056
1025503513026195457,2018-08-03 22:07:45+00,Queer Eye but it’s five Native elders trying to convince a New Age hippie spiritualist that their practice is entirely fake,806936159586652161,,1846,11626,en,1025503513026195457
1028287672849244160,2018-08-11 14:31:00+00,the two genders https://t.co/Y7ZdKrvssV,3626528897,,1352,7175,en,1028287672849244160
1028488930780315649,2018-08-12 03:50:44+00,"I wonder if spiders stop halfway through a web like ""ugh will i ever be inspired again i'm a hack""",11757522,,2412,21516,en,1028488930780315649
1028819442099269632,2018-08-13 01:44:04+00,"Guys, this is my brother's barbecue pit. https://t.co/fNB2oysGO6",2917883299,,5978,27997,en,1028819442099269632
1029181667296985088,2018-08-14 01:43:25+00,"Gen Xer: I miss Crystal Pepsi, the silly clear soda

Millennial: I miss Four Loko, the drink made of devil's blood that almost killed my friend Brad",17110927,,4874,33212,en,1029181667296985088
1030550049888120833,2018-08-17 20:20:53+00,"Can't drink the sarcophagus juice, can't eat the tomb cheese, what even is the point of archaeology https://t.co/T5ZQixy0Sa",4520549399,,17634,51035,en,1030550049888120833
1030583248114642946,2018-08-17 22:32:48+00,"[Plato returns from the dead]

Plato: so who's that girl, are you together?
Me: nah, it's purely platonic.
Plato: ...what does platonic mean?
Me: it means we don't have sex.
Plato: what the fuck",997218538933829632,,11447,52423,en,1030583248114642946
1031301138006659073,2018-08-19 22:05:26+00,CAN WE GET THE SPECIAL COUNSEL TO FIGURE OUT WHY LENA DUNHAM’S PETS KEEP DYING AND WHO KEEPS GIVING HER MORE PETS,165944767,1031300982477664257,127,1429,en,1031301138006659073
1031364823966085120,2018-08-20 02:18:30+00,sister mary jo let me argue “i wish i was aborted so i could’ve gone straight to heaven” in a theology class debate without giving me a detention and shes had my undying respect since https://t.co/iCd7kVVzoy,319769408,,720,10697,en,1031364823966085120
1031646577503424512,2018-08-20 20:58:05+00,Wow. Scott Pruitt's outgoing calls are almost as expensive as Donald Trump's extramarital sex. https://t.co/h8ScYOOh8W,15985111,,264,911,en,1031646577503424512
1031664257253826560,2018-08-20 22:08:20+00,"enough twitter, about to go get deadbeat dad wasted",296120111,,342,1794,en,1031664257253826560
103195046920204288,2011-08-15 20:03:11+00,Accidentally hit a squirrel yesterday in my car. Feel so guilty I could barely sleep. Casey Anthony is a monster.,34430522,,23863,54900,en,103195046920204288
1032827658281857025,2018-08-24 03:11:17+00,when you do your homework and nail the interview https://t.co/577A69bC2S,238742810,,30,281,en,1032827658281857025
1033010780352929792,2018-08-24 15:18:57+00,"[restaurant]

RACCOON (in trench coat): one egg

WAITER: one egg? *suspicious* you’re not from around here, are you?

RACCOON: t-two eggs?

WAITER: ah yes, that’s a normal quantity of eggs

RACCOON: *excitedly* five eggs!

WAITER: *eyes narrow*",830468488967843840,,32641,157522,en,1033010780352929792
1033578911697784832,2018-08-26 04:56:30+00,My 5 year old son just asked “what if we put a slice of turkey in the DVD player and it played a movie about the turkey’s whole life” and none of the parenting books I’ve read have prepared me for this question.,884148782937460736,,129596,672933,en,1033578911697784832
1033699646676328450,2018-08-26 12:56:15+00,"""i will face god and walk backwards into hell"" is a dril quote that people keep mistaking for serious literature but ""that's how it is on this bitch of an earth"" is a fucking beckett line that i consistently keep thinking is dril",3312254547,,13472,58130,en,1033699646676328450
1033900957954965504,2018-08-27 02:16:11+00,I have one minute of free time a day and this is how I choose to spend it https://t.co/WU03hGVai3,261391263,,19882,46034,en,1033900957954965504
1034165534131212289,2018-08-27 19:47:31+00,today i asked my class to come up with a pair of terms that share a denotative meaning but whose connotative meanings differ and one student offered BUTT DIAL and BOOTY CALL anyway that student's the professor now,3682163776,,56879,312144,en,1034165534131212289
